customer_id,name,city,state,customer_segment,account_age_days,signup_date
CUST000051,Umang Pall,Mumbai,Maharashtra,New,25,2023-12-07
CUST000052,Jacob Seth,Mumbai,Maharashtra,Premium,407,2022-11-20
CUST000053,Vinaya Roy,Hyderabad,Telangana,New,25,2023-12-07
CUST000054,Devansh Kakar,Kolkata,West Bengal,New,26,2023-12-06
CUST000055,Hemal Yogi,Hyderabad,Telangana,Regular,151,2023-08-03
CUST000056,Banjeet Mohanty,Nagpur,Maharashtra,New,16,2023-12-16
CUST000057,Unnati Merchant,Bangalore,Karnataka,Regular,453,2022-10-05
CUST000058,Dhruv Badal,Delhi,Delhi,Regular,525,2022-07-25
CUST000059,Sneha Manne,Nagpur,Maharashtra,Regular,38,2023-11-24
CUST000060,Gabriel Brahmbhatt,Nagpur,Maharashtra,Regular,147,2023-08-07
CUST000061,Aahana Kala,Pune,Maharashtra,Regular,839,2021-09-14
CUST000062,Anita Dhaliwal,Bhopal,Madhya Pradesh,Regular,924,2021-06-21
CUST000063,Advaith Trivedi,Lucknow,Uttar Pradesh,Premium,1143,2020-11-14
CUST000064,Faraj Mander,Hyderabad,Telangana,Regular,873,2021-08-11
CUST000065,Dev Choudhury,Kolkata,West Bengal,Regular,597,2022-05-14
CUST000066,Yuvraj Mahajan,Ahmedabad,Gujarat,Regular,567,2022-06-13
CUST000067,Rachana Pillai,Bangalore,Karnataka,Regular,508,2022-08-11
CUST000068,Lakshmi Sahni,Lucknow,Uttar Pradesh,Premium,1328,2020-05-13
CUST000069,Warhi Ahuja,Nagpur,Maharashtra,Regular,187,2023-06-28
CUST000070,Dakshesh Krishnan,Chennai,Tamil Nadu,New,10,2023-12-22
CUST000071,Ayush Dhar,Jaipur,Rajasthan,Premium,865,2021-08-19
CUST000072,Samar Narayanan,Surat,Gujarat,Regular,835,2021-09-18
CUST000073,Chasmum Dube,Nagpur,Maharashtra,Regular,569,2022-06-11
CUST000074,Vasana Chad,Pune,Maharashtra,Premium,631,2022-04-10
CUST000075,Tristan Bahl,Chennai,Tamil Nadu,Premium,378,2022-12-19
CUST000076,David Varghese,Bangalore,Karnataka,Premium,1638,2019-07-08
CUST000077,Luke Konda,Indore,Madhya Pradesh,Premium,784,2021-11-08
CUST000078,Alexander D’Alia,Chennai,Tamil Nadu,Regular,866,2021-08-18
CUST000079,Charles Chowdhury,Kanpur,Uttar Pradesh,Regular,943,2021-06-02
CUST000080,Ekaja Kannan,Bhopal,Madhya Pradesh,Regular,485,2022-09-03
CUST000081,Balvan Handa,Pune,Maharashtra,New,1,2023-12-31
CUST000082,Forum Nazareth,Chennai,Tamil Nadu,Premium,1496,2019-11-27
CUST000083,Alka Lalla,Bhopal,Madhya Pradesh,Regular,41,2023-11-21
CUST000084,Rachana Sachar,Jaipur,Rajasthan,Regular,183,2023-07-02
CUST000085,Vrishti Chana,Ahmedabad,Gujarat,Regular,916,2021-06-29
CUST000086,Damyanti Kibe,Lucknow,Uttar Pradesh,Regular,583,2022-05-28
CUST000087,Ridhi Narasimhan,Nagpur,Maharashtra,Premium,799,2021-10-24
CUST000088,Nihal Buch,Bhopal,Madhya Pradesh,Premium,561,2022-06-19
CUST000089,Veda Sen,Nagpur,Maharashtra,New,7,2023-12-25
CUST000090,Bakhshi Char,Kolkata,West Bengal,Regular,478,2022-09-10
CUST000091,Ayaan Sodhi,Kolkata,West Bengal,Regular,37,2023-11-25
CUST000092,Rehaan Pillai,Nagpur,Maharashtra,Premium,504,2022-08-15
CUST000093,Jeet Bhargava,Indore,Madhya Pradesh,Premium,1399,2020-03-03
CUST000094,Bhavna Manda,Indore,Madhya Pradesh,Regular,196,2023-06-19
CUST000095,Madhav Naidu,Pune,Maharashtra,Premium,1692,2019-05-15
CUST000096,Zaitra Bhattacharyya,Bangalore,Karnataka,Regular,698,2022-02-02
CUST000097,Theodore Kunda,Chennai,Tamil Nadu,Regular,875,2021-08-09
CUST000098,Robert Wason,Nagpur,Maharashtra,Regular,862,2021-08-22
CUST000099,Isaiah Arya,Pune,Maharashtra,Regular,237,2023-05-09
CUST000100,Ikshita Wason,Pune,Maharashtra,Regular,887,2021-07-28
CUST000101,Guneet Behl,Bangalore,Karnataka,Regular,720,2022-01-11
CUST000102,Naveen Wason,Bangalore,Karnataka,Premium,1022,2021-03-15
CUST000103,Januja Uppal,Surat,Gujarat,Regular,780,2021-11-12
CUST000104,Urvi Sood,Kanpur,Uttar Pradesh,Regular,927,2021-06-18
CUST000105,Rachit Wagle,Mumbai,Maharashtra,New,23,2023-12-09
CUST000106,Qarin Jain,Hyderabad,Telangana,Regular,987,2021-04-19
CUST000107,Nidra Minhas,Delhi,Delhi,Regular,849,2021-09-04
CUST000108,Lila Shanker,Indore,Madhya Pradesh,Premium,1684,2019-05-23
CUST000109,Ishwar Raju,Lucknow,Uttar Pradesh,Regular,323,2023-02-12
CUST000110,Dalbir Bassi,Indore,Madhya Pradesh,Regular,87,2023-10-06
CUST000111,Ranbir Kaur,Hyderabad,Telangana,Regular,836,2021-09-17
CUST000112,Brijesh Minhas,Hyderabad,Telangana,Regular,193,2023-06-22
CUST000113,Warjas Sampath,Jaipur,Rajasthan,New,6,2023-12-26
CUST000114,Krishna Majumdar,Lucknow,Uttar Pradesh,Premium,678,2022-02-22
CUST000115,Manan Prasad,Ahmedabad,Gujarat,Premium,591,2022-05-20
CUST000116,Hemal Loyal,Indore,Madhya Pradesh,New,12,2023-12-20
CUST000117,Ira Morar,Delhi,Delhi,Premium,601,2022-05-10
CUST000118,Nirja Dixit,Kanpur,Uttar Pradesh,Regular,514,2022-08-05
CUST000119,Omkaar Mannan,Kolkata,West Bengal,New,22,2023-12-10
CUST000120,Chavvi Ramaswamy,Pune,Maharashtra,Regular,650,2022-03-22
CUST000121,Faraj Malhotra,Indore,Madhya Pradesh,Premium,901,2021-07-14
CUST000122,Chatura Madan,Indore,Madhya Pradesh,New,7,2023-12-25
CUST000123,Arya Thaman,Kolkata,West Bengal,Regular,724,2022-01-07
CUST000124,Nimrat Rana,Kolkata,West Bengal,Regular,394,2022-12-03
CUST000125,Chakrika Nagar,Kolkata,West Bengal,Regular,591,2022-05-20
CUST000126,Rushil Zachariah,Bangalore,Karnataka,Regular,853,2021-08-31
CUST000127,Triya Prabhu,Lucknow,Uttar Pradesh,Premium,616,2022-04-25
CUST000128,Bahadurjit Saraf,Surat,Gujarat,New,13,2023-12-19
CUST000129,Naveen Shah,Kanpur,Uttar Pradesh,Regular,941,2021-06-04
CUST000130,Charita Wali,Hyderabad,Telangana,Regular,477,2022-09-11
CUST000131,Ubika Varughese,Ahmedabad,Gujarat,Regular,286,2023-03-21
CUST000132,Yuvraj Krish,Kolkata,West Bengal,Regular,580,2022-05-31
CUST000133,Bina Garg,Jaipur,Rajasthan,Regular,583,2022-05-28
CUST000134,Rishi Sharaf,Ahmedabad,Gujarat,Regular,648,2022-03-24
CUST000135,Sneha Bandi,Mumbai,Maharashtra,New,29,2023-12-03
CUST000136,Frado Gour,Surat,Gujarat,Regular,377,2022-12-20
CUST000137,Pratyush Sharma,Jaipur,Rajasthan,Regular,768,2021-11-24
CUST000138,Falak Anand,Kanpur,Uttar Pradesh,Premium,1392,2020-03-10
CUST000139,Vritti Keer,Bhopal,Madhya Pradesh,Regular,925,2021-06-20
CUST000140,Rehaan Bera,Ahmedabad,Gujarat,New,20,2023-12-12
CUST000141,Reva Issac,Delhi,Delhi,New,9,2023-12-23
CUST000142,Michael Verma,Hyderabad,Telangana,Regular,826,2021-09-27
CUST000143,Alka Toor,Kanpur,Uttar Pradesh,Regular,152,2023-08-02
CUST000144,Udarsh Morar,Lucknow,Uttar Pradesh,Regular,775,2021-11-17
CUST000145,Viraj Som,Mumbai,Maharashtra,Regular,703,2022-01-28
CUST000146,Kamala Sami,Kanpur,Uttar Pradesh,Regular,571,2022-06-09
CUST000147,Abhiram Butala,Indore,Madhya Pradesh,Premium,1009,2021-03-28
CUST000148,Idika Rastogi,Indore,Madhya Pradesh,Regular,633,2022-04-08
CUST000149,Falan Mistry,Bangalore,Karnataka,Regular,706,2022-01-25
CUST000150,Keya Mahajan,Chennai,Tamil Nadu,Regular,501,2022-08-18
CUST000151,Dayita Narain,Delhi,Delhi,New,13,2023-12-19
CUST000152,Faqid Manne,Mumbai,Maharashtra,Regular,120,2023-09-03
CUST000153,Max Sinha,Lucknow,Uttar Pradesh,Regular,701,2022-01-30
CUST000154,Sachi Mangal,Jaipur,Rajasthan,Regular,474,2022-09-14
CUST000155,Saumya Barad,Bangalore,Karnataka,New,8,2023-12-24
CUST000156,Diya Om,Kanpur,Uttar Pradesh,Regular,275,2023-04-01
CUST000157,Aadi Singhal,Indore,Madhya Pradesh,Premium,1785,2019-02-11
CUST000158,Vedika Modi,Kanpur,Uttar Pradesh,Premium,777,2021-11-15
CUST000159,Amara Vora,Mumbai,Maharashtra,Regular,417,2022-11-10
CUST000160,Osha Tata,Pune,Maharashtra,Premium,1478,2019-12-15
CUST000161,Aashi Dhar,Lucknow,Uttar Pradesh,Regular,311,2023-02-24
CUST000162,Bhanumati Koshy,Hyderabad,Telangana,Premium,1619,2019-07-27
CUST000163,Ekanta Sethi,Hyderabad,Telangana,Premium,1751,2019-03-17
CUST000164,Adya Vyas,Mumbai,Maharashtra,Regular,295,2023-03-12
CUST000165,Girik Khurana,Mumbai,Maharashtra,Regular,947,2021-05-29
CUST000166,Xavier Ramaswamy,Surat,Gujarat,Premium,664,2022-03-08
CUST000167,Peter Chopra,Bangalore,Karnataka,Regular,861,2021-08-23
CUST000168,Neelima Korpal,Indore,Madhya Pradesh,Regular,693,2022-02-07
CUST000169,Niharika Chaudhary,Indore,Madhya Pradesh,Regular,762,2021-11-30
CUST000170,Triveni Ahluwalia,Ahmedabad,Gujarat,Regular,401,2022-11-26
CUST000171,Tara Khare,Surat,Gujarat,Premium,1366,2020-04-05
CUST000172,Turvi Barad,Nagpur,Maharashtra,Regular,811,2021-10-12
CUST000173,Harita Chokshi,Hyderabad,Telangana,Regular,610,2022-05-01
CUST000174,Bhavna Chahal,Indore,Madhya Pradesh,Regular,313,2023-02-22
CUST000175,Barkha Kota,Lucknow,Uttar Pradesh,Premium,533,2022-07-17
CUST000176,Triveni Munshi,Indore,Madhya Pradesh,Regular,57,2023-11-05
CUST000177,Tanay Datta,Delhi,Delhi,Premium,764,2021-11-28
CUST000178,Darsh Palan,Bhopal,Madhya Pradesh,Regular,506,2022-08-13
CUST000179,Bishakha Yohannan,Chennai,Tamil Nadu,New,14,2023-12-18
CUST000180,Kamala Talwar,Ahmedabad,Gujarat,Regular,931,2021-06-14
CUST000181,Rudra Subramaniam,Jaipur,Rajasthan,Regular,395,2022-12-02
CUST000182,Faras Gade,Chennai,Tamil Nadu,Regular,914,2021-07-01
CUST000183,Qasim Vora,Bangalore,Karnataka,New,5,2023-12-27
CUST000184,Tristan Sahota,Bhopal,Madhya Pradesh,New,24,2023-12-08
CUST000185,Dalbir Shenoy,Pune,Maharashtra,Regular,141,2023-08-13
CUST000186,Mohini Rajagopal,Pune,Maharashtra,Premium,1174,2020-10-14
CUST000187,Udarsh Tiwari,Lucknow,Uttar Pradesh,Premium,556,2022-06-24
CUST000188,Ryan Narula,Chennai,Tamil Nadu,Regular,311,2023-02-24
CUST000189,Libni Bhat,Surat,Gujarat,Regular,678,2022-02-22
CUST000190,Kavya Varkey,Mumbai,Maharashtra,Regular,811,2021-10-12
CUST000191,Nandini Buch,Bhopal,Madhya Pradesh,Regular,168,2023-07-17
CUST000192,Chasmum Chanda,Hyderabad,Telangana,New,9,2023-12-23
CUST000193,Mason Palla,Hyderabad,Telangana,New,29,2023-12-03
CUST000194,Chaitaly Korpal,Hyderabad,Telangana,Premium,1803,2019-01-24
CUST000195,Ekalinga Pandya,Pune,Maharashtra,Regular,644,2022-03-28
CUST000196,Ladli Sarin,Hyderabad,Telangana,Regular,657,2022-03-15
CUST000197,Caleb D’Alia,Mumbai,Maharashtra,Premium,1185,2020-10-03
CUST000198,Onkar Sura,Indore,Madhya Pradesh,New,11,2023-12-21
CUST000199,Kala Nigam,Kolkata,West Bengal,New,27,2023-12-05
CUST000200,Leena Dass,Indore,Madhya Pradesh,Premium,452,2022-10-06
CUST000201,Amol Chandran,Lucknow,Uttar Pradesh,Premium,462,2022-09-26
CUST000202,Pooja Ranganathan,Kanpur,Uttar Pradesh,Regular,904,2021-07-11
CUST000203,Hiral Bhagat,Pune,Maharashtra,Regular,140,2023-08-14
CUST000204,Vasatika Sane,Bhopal,Madhya Pradesh,New,25,2023-12-07
CUST000205,Sara Gour,Ahmedabad,Gujarat,Premium,1155,2020-11-02
CUST000206,Gaurav Wadhwa,Pune,Maharashtra,Regular,741,2021-12-21
CUST000207,Samesh Dixit,Indore,Madhya Pradesh,Regular,102,2023-09-21
CUST000208,Eshana Saxena,Bangalore,Karnataka,Premium,1467,2019-12-26
CUST000209,Rachit Arora,Bhopal,Madhya Pradesh,Regular,173,2023-07-12
CUST000210,Edhitha Chowdhury,Mumbai,Maharashtra,Regular,867,2021-08-17
CUST000211,Quincy Dara,Hyderabad,Telangana,Regular,961,2021-05-15
CUST000212,Chaaya Divan,Chennai,Tamil Nadu,Premium,1239,2020-08-10
CUST000213,Ekavir Sarin,Lucknow,Uttar Pradesh,Premium,630,2022-04-11
CUST000214,Yadavi Keer,Jaipur,Rajasthan,Regular,455,2022-10-03
CUST000215,Ekanta Sunder,Kolkata,West Bengal,Premium,946,2021-05-30
CUST000216,Jai Kalita,Kolkata,West Bengal,Regular,305,2023-03-02
CUST000217,Ishaan Bhatt,Mumbai,Maharashtra,Regular,687,2022-02-13
CUST000218,Yashasvi Dayal,Delhi,Delhi,Premium,1704,2019-05-03
CUST000219,Raagini Balakrishnan,Surat,Gujarat,Premium,1603,2019-08-12
CUST000220,Bimala Wali,Pune,Maharashtra,Premium,838,2021-09-15
CUST000221,Arunima Virk,Bangalore,Karnataka,Premium,890,2021-07-25
CUST000222,Unni Mittal,Kanpur,Uttar Pradesh,Regular,231,2023-05-15
CUST000223,Vasana Modi,Kolkata,West Bengal,Regular,713,2022-01-18
CUST000224,Oliver Konda,Kolkata,West Bengal,Regular,433,2022-10-25
CUST000225,Vaishnavi Palla,Indore,Madhya Pradesh,Regular,252,2023-04-24
CUST000226,Harsh Srinivasan,Surat,Gujarat,Regular,685,2022-02-15
CUST000227,Ria Rau,Bhopal,Madhya Pradesh,New,4,2023-12-28
CUST000228,Urishilla Chad,Lucknow,Uttar Pradesh,Regular,549,2022-07-01
CUST000229,Qarin Peri,Hyderabad,Telangana,New,9,2023-12-23
CUST000230,Jackson Pant,Delhi,Delhi,Premium,739,2021-12-23
CUST000231,Jagdish Mittal,Bangalore,Karnataka,Premium,939,2021-06-06
CUST000232,Anay Bhatia,Indore,Madhya Pradesh,Regular,224,2023-05-22
CUST000233,Omya Deshmukh,Jaipur,Rajasthan,Regular,866,2021-08-18
CUST000234,Bina Loke,Bhopal,Madhya Pradesh,Regular,399,2022-11-28
CUST000235,Diya Johal,Lucknow,Uttar Pradesh,Regular,444,2022-10-14
CUST000236,Kevin Shankar,Kolkata,West Bengal,Premium,968,2021-05-08
CUST000237,Ryan Basu,Pune,Maharashtra,Regular,170,2023-07-15
CUST000238,Chatresh Nagy,Chennai,Tamil Nadu,Regular,583,2022-05-28
CUST000239,Brijesh Agrawal,Delhi,Delhi,Premium,788,2021-11-04
CUST000240,Jagat Sastry,Hyderabad,Telangana,Regular,394,2022-12-03
CUST000241,Zashil Borde,Chennai,Tamil Nadu,New,12,2023-12-20
CUST000242,Zarna Hora,Kanpur,Uttar Pradesh,New,13,2023-12-19
CUST000243,Vritti Karpe,Ahmedabad,Gujarat,New,1,2023-12-31
CUST000244,Mohini Goda,Indore,Madhya Pradesh,Regular,654,2022-03-18
CUST000245,Noah Rai,Bhopal,Madhya Pradesh,Regular,727,2022-01-04
CUST000246,Inaya Deshmukh,Mumbai,Maharashtra,New,2,2023-12-30
CUST000247,Faqid Ben,Jaipur,Rajasthan,Regular,511,2022-08-08
CUST000248,Aayush Gola,Chennai,Tamil Nadu,New,10,2023-12-22
CUST000249,Praneel Dara,Indore,Madhya Pradesh,New,20,2023-12-12
CUST000250,Jackson Rajagopal,Indore,Madhya Pradesh,New,27,2023-12-05
CUST000251,Inaya Shroff,Ahmedabad,Gujarat,Regular,874,2021-08-10
CUST000252,Samuel Dhillon,Delhi,Delhi,Regular,955,2021-05-21
CUST000253,Hredhaan Sur,Jaipur,Rajasthan,New,3,2023-12-29
CUST000254,Bhavya Ahuja,Chennai,Tamil Nadu,Regular,775,2021-11-17
CUST000255,Omya Shankar,Kanpur,Uttar Pradesh,Regular,162,2023-07-23
CUST000256,Faqid Kurian,Chennai,Tamil Nadu,Regular,572,2022-06-08
CUST000257,Brinda Srivastava,Pune,Maharashtra,New,23,2023-12-09
CUST000258,Dhriti Manne,Nagpur,Maharashtra,Premium,1687,2019-05-20
CUST000259,Eiravati Yogi,Indore,Madhya Pradesh,Regular,628,2022-04-13
CUST000260,Andrew Keer,Chennai,Tamil Nadu,Regular,655,2022-03-17
CUST000261,Samesh Dani,Hyderabad,Telangana,Premium,951,2021-05-25
CUST000262,Kashish Bhattacharyya,Surat,Gujarat,New,16,2023-12-16
CUST000263,Nathan Chaudhuri,Pune,Maharashtra,Regular,582,2022-05-29
CUST000264,Yatan Datta,Surat,Gujarat,Regular,271,2023-04-05
CUST000265,Tamanna Gade,Delhi,Delhi,New,5,2023-12-27
CUST000266,Nathaniel Swamy,Indore,Madhya Pradesh,Premium,402,2022-11-25
CUST000267,Jagdish Nanda,Kanpur,Uttar Pradesh,Premium,716,2022-01-15
CUST000268,Jason Kala,Chennai,Tamil Nadu,Premium,820,2021-10-03
CUST000269,Jason Zachariah,Chennai,Tamil Nadu,Regular,164,2023-07-21
CUST000270,Osha Oommen,Jaipur,Rajasthan,Regular,475,2022-09-13
CUST000271,Advay Dass,Surat,Gujarat,Premium,1306,2020-06-04
CUST000272,Kala Doctor,Pune,Maharashtra,Premium,976,2021-04-30
CUST000273,Kala Agarwal,Pune,Maharashtra,New,22,2023-12-10
CUST000274,Rudra Shanker,Bangalore,Karnataka,New,25,2023-12-07
CUST000275,Lavanya Srinivasan,Ahmedabad,Gujarat,Regular,431,2022-10-27
CUST000276,Nathaniel Sridhar,Pune,Maharashtra,Regular,881,2021-08-03
CUST000277,Chatresh Dass,Chennai,Tamil Nadu,Premium,1527,2019-10-27
CUST000278,Isaiah Iyengar,Pune,Maharashtra,Premium,954,2021-05-22
CUST000279,Tanmayi Chander,Ahmedabad,Gujarat,Premium,643,2022-03-29
CUST000280,Omya Suri,Indore,Madhya Pradesh,Premium,708,2022-01-23
CUST000281,Abhiram Buch,Jaipur,Rajasthan,New,26,2023-12-06
CUST000282,Jhalak Lala,Pune,Maharashtra,Regular,752,2021-12-10
CUST000283,Shivani Anand,Surat,Gujarat,Regular,140,2023-08-14
CUST000284,Amol Hegde,Delhi,Delhi,Regular,537,2022-07-13
CUST000285,Girik Sama,Delhi,Delhi,Regular,301,2023-03-06
CUST000286,Xiti Pathak,Bangalore,Karnataka,Regular,606,2022-05-05
CUST000287,Diya Sharaf,Bhopal,Madhya Pradesh,Regular,308,2023-02-27
CUST000288,Inaya Saran,Lucknow,Uttar Pradesh,Regular,160,2023-07-25
CUST000289,Lila Brahmbhatt,Nagpur,Maharashtra,Regular,729,2022-01-02
CUST000290,Zayyan Gokhale,Kanpur,Uttar Pradesh,Regular,907,2021-07-08
CUST000291,Kamala Vasa,Indore,Madhya Pradesh,Regular,962,2021-05-14
CUST000292,Vihaan Thaker,Nagpur,Maharashtra,Regular,992,2021-04-14
CUST000293,Janya Nanda,Surat,Gujarat,Premium,1181,2020-10-07
CUST000294,Frado Lala,Kolkata,West Bengal,Regular,51,2023-11-11
CUST000295,Nathaniel Gara,Indore,Madhya Pradesh,Regular,910,2021-07-05
CUST000296,Isha Chander,Bhopal,Madhya Pradesh,Regular,210,2023-06-05
CUST000297,Neel Jani,Nagpur,Maharashtra,Premium,1239,2020-08-10
CUST000298,Abdul Vyas,Kolkata,West Bengal,Regular,365,2023-01-01
CUST000299,Zayyan Nair,Lucknow,Uttar Pradesh,Premium,1770,2019-02-26
CUST000300,Logan Ganesh,Bangalore,Karnataka,Regular,783,2021-11-09
CUST000301,Harsh Lall,Pune,Maharashtra,Regular,330,2023-02-05
CUST000302,Zashil Dubey,Kanpur,Uttar Pradesh,Regular,404,2022-11-23
CUST000303,Sarthak Pal,Chennai,Tamil Nadu,Regular,965,2021-05-11
CUST000304,Shaurya Nigam,Chennai,Tamil Nadu,Premium,1647,2019-06-29
CUST000305,Nimrat Baria,Kanpur,Uttar Pradesh,Premium,1630,2019-07-16
CUST000306,Ekaraj De,Surat,Gujarat,New,14,2023-12-18
CUST000307,Yahvi Vasa,Ahmedabad,Gujarat,Regular,247,2023-04-29
CUST000308,Gagan Swamy,Kanpur,Uttar Pradesh,Regular,875,2021-08-09
CUST000309,Qarin Chanda,Bhopal,Madhya Pradesh,Premium,1171,2020-10-17
CUST000310,Wazir Chawla,Kanpur,Uttar Pradesh,Regular,776,2021-11-16
CUST000311,Max Devi,Ahmedabad,Gujarat,Regular,72,2023-10-21
CUST000312,Rajeshri Konda,Ahmedabad,Gujarat,Regular,316,2023-02-19
CUST000313,Udyati Ahuja,Hyderabad,Telangana,Regular,282,2023-03-25
CUST000314,Ekiya Chandra,Bangalore,Karnataka,New,18,2023-12-14
CUST000315,Ojasvi Ahuja,Hyderabad,Telangana,Premium,1270,2020-07-10
CUST000316,Finn Suri,Nagpur,Maharashtra,Premium,1466,2019-12-27
CUST000317,Vrinda Hayer,Kolkata,West Bengal,Regular,166,2023-07-19
CUST000318,Nimrat Sachdev,Ahmedabad,Gujarat,Regular,117,2023-09-06
CUST000319,Nathaniel Bobal,Indore,Madhya Pradesh,Regular,213,2023-06-02
CUST000320,Yatin Thaman,Ahmedabad,Gujarat,Regular,380,2022-12-17
CUST000321,Daniel Nayak,Nagpur,Maharashtra,Regular,286,2023-03-21
CUST000322,Girik Ganguly,Lucknow,Uttar Pradesh,Premium,950,2021-05-26
CUST000323,Kamala Banik,Lucknow,Uttar Pradesh,Premium,1356,2020-04-15
CUST000324,Falguni Chana,Mumbai,Maharashtra,Regular,87,2023-10-06
CUST000325,Hemal Zacharia,Delhi,Delhi,New,5,2023-12-27
CUST000326,Raagini Zachariah,Pune,Maharashtra,Premium,1752,2019-03-16
CUST000327,Chakradhar Nagi,Bangalore,Karnataka,Regular,917,2021-06-28
CUST000328,Harshil Khatri,Indore,Madhya Pradesh,Premium,618,2022-04-23
CUST000329,Widisha Parmer,Mumbai,Maharashtra,Regular,936,2021-06-09
CUST000330,Nidhi Konda,Bhopal,Madhya Pradesh,Regular,162,2023-07-23
CUST000331,Jagrati Bir,Bhopal,Madhya Pradesh,Regular,221,2023-05-25
CUST000332,Pavani Venkataraman,Pune,Maharashtra,Premium,1045,2021-02-20
CUST000333,Aadi Patel,Hyderabad,Telangana,Regular,508,2022-08-11
CUST000334,Gautami Batra,Jaipur,Rajasthan,Regular,878,2021-08-06
CUST000335,Samaksh Dhar,Jaipur,Rajasthan,Regular,189,2023-06-26
CUST000336,Vedika Ganesan,Jaipur,Rajasthan,Regular,759,2021-12-03
CUST000337,Harini Narasimhan,Ahmedabad,Gujarat,New,1,2023-12-31
CUST000338,Forum Upadhyay,Jaipur,Rajasthan,Premium,1786,2019-02-10
CUST000339,Anusha Devi,Hyderabad,Telangana,Regular,952,2021-05-24
